19 "WindSpeed [m/s]" "Pitch [deg]" "Rot. speed [rpm]" "Aero power [kW]" "Aero thrust [kN]"
 4.00 	 2.589 	6.000 	00000.00 	0000.00
 5.00 	 1.355 	6.000 	00000.00 	0000.00
 6.00 	 0.000 	6.123 	00000.00 	0000.00
 7.00 	 0.000 	7.144 	00000.00 	0000.00
 8.00 	 0.000 	8.165	00000.00 	0000.00
 9.00 	 0.000 	8.684	00000.00 	0000.00
 9.50 	 0.000 	8.684	00000.00 	0000.00
10.00 	 0.000 	8.684	00000.00 	0000.00
10.50 	 0.000 	8.684	00000.00 	0000.00
11.00 	 2.633 	8.684	00000.00 	0000.00
11.50 	 4.537 	8.684	00000.00 	0000.00
12.00 	 5.975 	8.684	00000.00 	0000.00
13.00 	 8.250 	8.684	00000.00 	0000.00
14.00 	10.121 	8.684	00000.00 	0000.00
15.00 	11.771	8.684	00000.00 	0000.00
16.00 	13.280 	8.684	00000.00 	0000.00
18.00 	16.018 	8.684	00000.00 	0000.00
20.00 	18.513 	8.684	00000.00 	0000.00
25.00 	24.110 	8.684	00000.00 	0000.00
