22 "WindSpeed [m/s]" "Pitch [deg]" "Rot. speed [rpm]" "Aero power [kW]" "Aero thrust [kN]"
 4.00 	-1.00 	 7.76 	 118.30 	 50.07
 5.00 	-1.00 	 9.51 	 231.00 	 78.24
 6.00 	-1.00 	11.26 	 399.20 	112.70
 7.00 	-1.00 	13.00 	 633.90 	153.40
 8.00 	-1.00 	14.75 	 946.20 	200.30
 9.00 	-1.00 	16.50 	1347.00 	253.50
10.00 	-1.00 	16.50 	1872.00 	295.20
11.00 	-1.00 	16.50 	2333.00 	330.30
12.00 	 3.19 	16.50 	2333.00 	330.30
13.00 	 6.26 	16.50 	2333.00 	330.30
14.00 	 8.47 	16.50 	2333.00 	330.30
15.00 	10.37 	16.50 	2333.00 	330.30
16.00 	13.30 	16.50 	2333.00 	330.30
17.00 	15.52 	16.50 	2333.00 	330.30
18.00 	17.61 	16.50 	2333.00 	330.30
19.00 	19.58 	16.50 	2333.00 	330.30
20.00 	21.46 	16.50 	2333.00 	330.30
21.00 	23.24 	16.50 	2333.00 	330.30
22.00 	24.94 	16.50 	2333.00 	330.30
23.00 	26.56 	16.50 	2333.00 	330.30
24.00 	28.12 	16.50 	2333.00 	330.30
25.00 	29.61 	16.50 	2333.00 	330.30
